Time (s),Robot 1 Speed (m/s),Robot 2 Speed (m/s),Robot 3 Speed (m/s),Robot 4 Speed (m/s)
21.00000000000003,0.03872340195616617,0.06033177234039864,1.753564351269237,1.8992296086914768
21.10000000000003,0.3735322474386586,0.2788004644108496,1.5675482049341902,1.7128801531963562
21.20000000000003,0.043828364100855915,0.07000365081436252,1.6846885495567907,1.8223446791282314
21.300000000000033,0.37346775479138866,0.2820602934425636,1.4909422808509696,1.6218810994575368
21.400000000000034,0.049309162847447505,0.08114018847957744,1.612466480894321,1.7361133206568657
21.500000000000036,0.37363825257017547,0.28568738288080353,1.4124124681107177,1.5229135797897264
21.600000000000037,0.0547200923577208,0.09188959086715927,1.5413347478050659,1.646052720202282
21.70000000000004,0.37395535565756816,0.2892856592617464,1.3370248992462161,1.422376469337059
21.80000000000004,0.059600234706163144,0.10130832833383357,1.4763312315703512,1.5588682715055198
21.90000000000004,0.37431159627443317,0.29252883054473433,1.2557366248178192,1.358093579902212
22.000000000000043,0.06352280557676537,0.10890058694087557,1.4037448659166358,1.5606091066130499
22.100000000000044,0.3745940833512999,0.29516304655152215,1.1925423804996722,1.3936428960902787
22.200000000000045,0.06612798219480986,0.11439635805323879,1.369429874261743,1.593003194860036
22.300000000000047,0.3747015525660942,0.2970074377201439,1.1876881281523703,1.432066533263214
22.40000000000005,0.06714483606821393,0.11765512313842955,1.3928203945051612,1.6283900169419976
22.50000000000005,0.37456107482580786,0.29795404176392243,1.2419023629045025,1.4732151044077726
22.60000000000005,0.06640677348308878,0.11862584436192478,1.460927598473864,1.665551664993578
22.700000000000053,0.3741410307599195,0.29796757703010185,1.3360523717054533,1.5155846606904064
22.800000000000054,0.06386352517532741,0.11733292037539657,1.5569282594985006,1.7029894040741054
22.900000000000055,0.37345779306773835,0.2970847432741661,1.4502424384088375,1.557442504648209
23.000000000000057,0.05959283478337947,0.11387562055228918,1.664999677993966,1.7390247452506362
23.10000000000006,0.37257466401725575,0.2954121817655328,1.568394478820358,1.596943786435734
23.20000000000006,0.053817301109040004,0.10843653048487453,1.772400492788927,1.7719126174598276
23.30000000000006,0.37159284984585744,0.2931218516812751,1.6788502558662515,1.6322475083828303
23.400000000000063,0.04693811013596393,0.10129898727460916,1.8696083869614157,1.7999527582035937
23.500000000000064,0.3706355420059954,0.2904423758326978,1.773514694724113,1.6616214448181443
23.600000000000065,0.039610843667146796,0.09287705215319525,1.9498222037386643,1.8215898483725215
23.700000000000067,0.36982743270634516,0.28764495861517025,1.846975427579509,1.683531393128265
23.800000000000068,0.03290077403568101,0.08376469774141332,2.008488289461862,1.8354983469193693
23.90000000000007,0.3692730456723993,0.28502295098273295,1.8959461362042964,1.6967151384316685
24.00000000000007,0.028442765490751983,0.07480893889359619,2.0430070822692463,1.840652403935384
24.100000000000072,0.36903783363714027,0.28286522174545764,1.9189719095785944,1.7002440575488615
24.200000000000074,0.027924664688145646,0.06718305543267947,2.0525654796178228,1.8363830737582787
24.300000000000075,0.3691357885876262,0.2814252422594378,1.9162523377296095,1.6935748695864379
24.400000000000077,0.03140532783404109,0.06233152781690008,2.0379903273953075,1.8224241499019715
24.500000000000078,0.36952619800361935,0.2808898842579554,1.8894632614304687,1.676591725690868
24.60000000000008,0.03716889440504214,0.061525092871272655,2.001543963386404,1.798945928965004
24.70000000000008,0.3701203426060673,0.2813535621352976,1.8415194415879523,1.6496369447998582
24.800000000000082,0.04345066874659668,0.06508627993667249,1.9466415922793716,1.766575361775293
24.900000000000084,0.3707968570292113,0.28280348680787365,1.7762855127636668,1.613529120628398
25.000000000000085,0.04909923927220827,0.07214602667830816,1.8775258917644768,1.726402316341755
25.100000000000087,0.3714227574093869,0.2851198572524062,1.6982840761274463,1.5695698047353244
25.200000000000088,0.0534218587969037,0.08127822153010769,1.798957746941304,1.6799738014640104
25.30000000000009,0.37187620447603803,0.28809130132086197,1.6124537083993309,1.5195422152145814
25.40000000000009,0.05600770990778605,0.09115442144287499,1.7159671434554853,1.6292785680120534
25.500000000000092,0.3720670178826436,0.2914422612821852,1.5239821951802475,1.465704659213607
25.600000000000094,0.056641538321013186,0.10075753319866795,1.633670268993969,1.576721645415134
25.700000000000095,0.3719516062934506,0.2948668024232004,1.4381978359150662,1.410775737333208
25.800000000000097,0.055268826843494996,0.109355251163389,1.5571185303525226,1.5250816604416475
25.900000000000098,0.3715400378094583,0.29806308254600655,1.3604580500170074,1.3578974456419983
26.0000000000001,0.05198610979764295,0.11643226993336518,1.4911181581380106,1.477434516036123
26.1000000000001,0.3708942091704215,0.3007639636474843,1.2959419823232465,1.3105476279049824
26.200000000000102,0.047049193939322706,0.12164053411130055,1.4399588532445464,1.437018913722421
26.300000000000104,0.37011735744395313,0.3027610096567035,1.2492574289745988,1.2723611666638799
26.400000000000105,0.04090815631485396,0.12477013707486181,1.4070318510220758,1.4070196714213898
26.500000000000107,0.36933644519619635,0.30392062668057757,1.223853669017671,1.2468242391455424
26.600000000000108,0.034299813615751365,0.12573317201718454,1.3944040915288165,1.3902637739534587
26.70000000000011,0.3686801666185922,0.3041920607248069,1.221399049212554,1.2368469307218435
26.80000000000011,0.028443663486335504,0.12455412836580747,1.4025029686316253,1.3888659256373235
26.900000000000112,0.36825628924270193,0.3036074396414029,1.2414235398244744,1.2442984278287583
27.000000000000114,0.02518812482243927,0.12136288073926682,1.4300708431908349,1.4039094819870785
27.100000000000115,0.3681324762914643,0.3022742643857417,1.2814550580168145,1.2696606328707538
27.200000000000117,0.026111614124749393,0.11638806056141313,1.4744308293301767,1.4352670019713356
27.300000000000118,0.36832434283339893,0.3003609680118772,1.337590792477617,1.3119431289517374
27.40000000000012,0.06027745595412653,0.15233201682147296,1.5319488141798365,1.4816220381514695
27.50000000000012,0.37918954319558257,0.3250492691645837,1.4052082349401902,1.3688831308088871
27.600000000000122,0.13172490425019628,0.20457237375062085,1.5985059324146578,1.540666651383341
27.700000000000124,0.40307980704328034,0.35727754913323406,1.4795415891121781,1.4373223230667396
27.800000000000125,0.19910251358580427,0.2577999486095762,1.669868126937935,1.6093932586402926
27.900000000000126,0.4327033740205751,0.3936945684308912,1.5560076560093894,1.513588730152134
28.000000000000128,0.2547331224788088,0.30924451417186755,1.741898998329834,1.6843701905333885
28.10000000000013,0.45999770111051924,0.43139056389366426,1.6303478718072053,1.5937933377599427
28.20000000000013,0.2937396498959579,0.35719187377901607,1.8106661287163883,1.761950577554337
28.300000000000132,0.47831578473143893,0.4679994805996678,1.698662728138032,1.6740032417828234
28.400000000000134,0.3125043926386444,0.4003388062773848,1.8724975136580115,1.8384028807637136
28.500000000000135,0.48335262652414407,0.5016228850881945,1.7574256728628879,1.750322653934187
28.600000000000136,0.3182769995347541,0.43759196224384284,1.9240421358880861,1.9099857361127475
28.700000000000138,0.48570088163598696,0.5308589655541682,1.8035114913796908,1.8189180000947742
28.80000000000014,0.3099742161924814,0.4681216525494497,1.9624041160268875,1.973021985017626
28.90000000000014,0.4726865173935667,0.5544948217193435,1.8343687427010602,1.8761005322238742
29.000000000000142,0.2780697412960929,0.491171558722518,1.9852021762704308,2.0239185993126516
29.100000000000144,0.44662967316382496,0.5715272429028495,1.8480786821347777,1.9183488614581612
29.200000000000145,0.22430274426496866,0.5060199605667567,1.990835777505038,2.059331436529662
29.300000000000146,0.4136282534586477,0.5811751660389252,1.8435598829275686,1.9424729553551612
29.400000000000148,0.1525108019294409,0.5120842633992772,1.9786450279917187,2.076343691099441
29.50000000000015,0.3835963652720256,0.582889358962667,1.8207074047425402,1.9458386031671318
29.60000000000015,0.06998685329895833,0.5089473894727333,1.94903511220675,2.072737020989997
29.700000000000152,0.36834234004661837,0.5763762353441593,1.7804626821908658,1.9266691358519772
29.800000000000153,0.041567057329188035,0.4963860658758038,1.903509548749933,2.047329740002335
29.900000000000155,0.3757626626353187,0.5616323640884421,1.7248048785703731,1.8843983611812518
30.000000000000156,0.1254322477234964,0.4743979409255276,1.8446170459313882,2.000343452428118
30.100000000000158,0.403672388318527,0.5389889393467663,1.6566938649553453,1.8200273961042346
30.20000000000016,0.2081351776791373,0.4432256370516118,1.7758535586216029,1.9337367301999298
30.30000000000016,0.4411824470051378,0.5091694821043548,1.5534328533471817,1.7762291020947936
30.400000000000162,0.27561123456532666,0.40337825972948976,1.6579920703647528,1.9093695386271528
30.500000000000163,0.47539820118910237,0.47336999514339534,1.4316021645583918,1.7392020887479946
30.600000000000165,0.3203572014531336,0.3556562287169705,1.5554642022570977,1.8684658217875232
30.700000000000166,0.4959850279017118,0.4333783676019666,1.3319417485730989,1.6856577915784248
30.800000000000168,0.3369140827757654,0.3011990321754793,1.4805597651060824,1.8132074488559689
30.90000000000017,0.5012831892278049,0.3917536476016341,1.2684060769497154,1.690085194681481
31.00000000000017,0.3354863718880522,0.24161324986906282,1.4439461377112217,1.8768915103833004
31.100000000000172,0.4894663511048945,0.35224145782708044,1.2518193084580385,1.7521171622215603
31.200000000000173,0.3018538704971197,0.17956701690691868,1.4545328920788523,1.9193482147820795
31.300000000000175,0.45822906841090516,0.3194141440901419,1.3000866592583291,1.76824659277503
31.400000000000176,0.2380074877811212,0.12037513417092109,1.5249423368544068,1.9315043435205792
31.500000000000178,0.416371967975276,0.29859544818422434,1.4019412960381168,1.7806937456573662
31.60000000000018,0.149537252202319,0.08103464256328446,1.6318036132782947,1.939325134916625
31.70000000000018,0.37986115609731563,0.2941289482939578,1.5286969707490408,1.7887376893777187
31.800000000000182,0.04911405668775445,0.0952158258813983,1.7520464892011747,1.9422178687549951
31.900000000000183,0.36793271458749116,0.3069420906085721,1.657376990042081,1.7917645723421984
32.000000000000185,0.07881074738342632,0.1471490714452223,1.8676035244322549,1.939708294574568
32.100000000000186,0.3897929875045842,0.33385831809210464,1.7719992940901554,1.7892361979593816
32.20000000000019,0.18452859550593603,0.20755391919359867,1.9656400695980236,1.9313990947543858
32.30000000000019,0.43473920698125645,0.3695651830083539,1.8621679676809326,1.7806557869702906
32.40000000000019,0.2754517111022599,0.2669877478406082,2.037711865272873,1.9169400732429918
32.50000000000019,0.48169697468203027,0.40884516848098923,1.921731961348287,1.7655639060722454
32.60000000000019,0.33801661560486734,0.3218229170367134,2.079070754153115,1.8960402106705208
32.700000000000195,0.5119931095237278,0.4475053304282901,1.9480206438218708,1.7435863451148412
32.800000000000196,0.36247423190029404,0.36994376850247845,2.0882676759159864,1.8685345115108754
32.9000000000002,0.519734358767739,0.4824143609837101,1.9414110468561467,1.7145346673967734
33.0000000000002,0.3589972289400227,0.4097482193699482,2.0668531900339033,1.8345145072833149
33.1000000000002,0.5013930977277086,0.5112515131812496,1.9048686676765287,1.6785139248888734
33.2000000000002,0.31006099273714516,0.43996499933476013,2.018813020349806,1.7943898762376498
33.3000000000002,0.45588760528798056,0.5322452278294028,1.8434922635073514,1.636120984200313
33.400000000000205,0.21970556174267739,0.45978839341413985,1.9500022721596788,1.7490627812313626
33.500000000000206,0.40095071764590917,0.544361275710038,1.7637669986932658,1.5884875503718172
33.60000000000021,0.09906096539872604,0.46875113211396824,1.8673768910174149,1.6999741842437326
33.70000000000021,0.36799961233355666,0.5470830469289221,1.672966676725038,1.537354000241506
